06年 7月30日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 7月30日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5.3,,,,,■ 4R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.1,,,,,■10R  芝1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 2, 7,Ａシベリアンスパｰズ, 55,藤田伸, 0.1, 53,  -3,* -6, 1,  1.6,④③④, 2, 4,Ｃマイネルギルト, 65,安藤勝, 0.6, 75,  -5,* 17, 3,  4.7,⑨⑨⑦, 2,12,Ｉトｰルハンマｰ, 81,安藤勝, 0.0, 84,   9,  14, 1,  4.1, ③③, 2,11,Ｆパレスエベレスト, 68,藤田伸, 0.4, 72,* 13,  -2, 5,  9.6, ①①
 3, 1,Ｋトｰアキンボシ, 30,菊沢隆, 0.7, 46,  -8,* -3,13,221.1,⑫⑪⑩, 3, 9,Ｅスペシャリスト, 63,武幸四, 0.9, 62,*  1,   3, 4,  7.2,⑤②②, 3, 2,Ｂエアニックス, 87,四位洋, 0.1, 82,   5,  14, 5, 11.2, ⑦③, 3, 1,Ｊシロキタファルコン, 61,長谷川, 0.5, 70,  -6,* 14,11, 56.9, ⑫⑨
 4,12,Ｉヤマカツグラマン, 35,芹沢純, 0.7, 48,* -2, -13, 7, 55.2,⑥③②, 4, 5,Ｂシベリアンライオン, 66,横山典, 1.5, 59,  -3,   5, 2,  4.6,⑧⑥⑤, 4, 9,Ｎギャラントアロｰ, 71,武幸四, 0.1, 82,* 21,   6, 8, 14.5, ①①, 4, 3,Ｉアドマイヤドレス, 63,安藤勝, 0.6, 69,   0,   7, 6, 12.3, ⑨⑨
 5, 8,Ｌカシノモムチャン, 30,鈴来直, 1.0, 45,  -6,  -9,11,174.1,⑩⑨⑦, 5,10,Ｆハギノフェリックス, 61,藤岡佑, 1.5, 56,*  1,  -2, 6, 26.6,①①①, 5, 4,Ａダンスオブサロメ, 89,秋山真, 0.1, 80,  11,  11, 2,  4.4, ③②, 5,12,Ｋシャドロンガｰル, 60,柴山雄, 0.6, 69,   8,  -1,10, 23.6, ②②
 6, 4,Ｆキラメキパスワｰド, 44,武幸四, 1.0, 45,  -5, -11, 6, 33.2,⑧⑥⑥, 6, 1,Ｊベルモントジャコビ, 46,郷原洋, 1.6, 58,  -2,   3, 9,150.3,⑤⑥⑤, 6, 6,Ｃロｰランジェネルｰ, 86,北村宏, 0.2, 79,   7,  12,11, 34.3, ⑥⑦, 6, 7,Ｃマイノチカラ, 71,四位洋, 0.7, 68,   3,   2, 8, 20.0, ⑥④
 7, 9,Ｃバンダムトレジャｰ, 50,柴山雄, 1.0, 46,* -2, -17, 4,  7.5,②②②, 7, 7,Ｄケイアイマイバッハ, 64,四位洋, 2.1, 49,  -1,  -8, 5, 10.6,②③④, 7, 7,Ｊマイネルハｰティｰ, 78,藤田伸, 0.2, 84,   2,* 19,10, 20.5, ⑪⑩, 7, 2,Ｅサクラプログレス, 71,小島太, 0.7, 67,  -3,   8, 4,  8.1, ⑩⑫
 8,10,Ｇクニノヤマト, 40,北村友, 1.3, 40,  -8, -12,10,150.0,⑧⑨⑦, 8, 2,Ｇヴイトゥリｰ, 56,秋山真, 2.4, 50,  -3,  -3, 7, 64.2,⑤⑥⑨, 8, 1,Ｋブルｰショットガン, 78,藤岡佑, 0.3, 83,   7,  16, 3,  6.3, ⑨⑩, 8, 9,Ｇアｰスシャｰプ, 68,秋山真, 0.7, 68,*  9,  -4, 9, 23.3, ②②
 9, 6,Ｊミヤビファイタｰ, 34,長谷川, 1.9, 38,  -5, -19, 8, 74.2,⑥⑧⑨, 9, 8,Ｈリキアイナスノオｰ, 55,小林徹, 2.4, 52,  -6,   2,10,159.4,⑨⑩⑩, 9, 3,Ｌダイワパッション, 74,長谷川, 0.3, 79,   6,  13, 4,  7.7, ⑦⑦, 9, 8,Ｄミスタｰケビン, 71,北村宏, 0.7, 68,   6,  -1, 1,  3.6, ④④
10, 2,Ｄセンシュアリティ, 44,津村明, 1.9, 37, -10, -11, 3,  6.2,⑫⑬⑫,10, 3,Ｉキラウエアシチｰ, 53,柴山雄, 2.5, 50,  -1,  -8, 8, 81.6,③⑤⑦,10,10,Ｈメジロモｰガン, 81,鈴来直, 0.3, 78,   0,* 16,12, 40.9, ⑪⑩,10, 4,Ａレッドビｰムシチｰ, 76,木幡初, 0.8, 66,   5,  -1, 3,  4.9, ⑥⑦
11, 5,Ｈミスタｰドトウ, 37,的場勇, 2.6, 31, -10, -21,12,182.2,⑪⑪⑫,,,,,,,,,,,,,11,11,Ｅレオニダス, 84,小島太, 0.5, 73,   2,  11, 7, 13.1, ⑨⑦,11, 5,Ｌロｰズウッド, 59,鈴来直, 0.9, 64,  -3,   5,12,166.2, ⑩⑨
