10年11月21日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,10年11月21日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  芝2600m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝1200m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
14,11,Ｍフェリキタｰス, 62,柴山雄, 3.5, 43,* -1, -17, 9, 26.4,④④⑥,14, 1,Ｋレオｰネバンダム, 64,石橋脩, 2.5, 51,* 11, -21, 5, 14.4, ①①,14, 7,Ｏミッキｰハンタｰ, 43,上村洋, 2.1, 61,  -3,   1,13, 72.9,⑮⑮⑮,14, 1,Ｈキンセイポラリス, 71,荻野琢, 1.0, 72,  -9,  16,14, 59.9,③⑦⑥
15, 5,Ｎワンダｰスキｰ, 51,中舘英, 3.9, 41,  -4, -16, 6, 21.7,⑧⑪⑫,15,10,Ｎステラアルピｰナ, 50,中村将, 3.0, 44,   7, -23, 8, 31.0, ⑦⑭,15,11,Ｄホトダｰ, 73,宮崎北, 2.6, 53,  -1,  -9,12, 61.1,⑪⑧⑭,15,14,Ｅバックハウス, 74,的場勇, 1.2, 64,* -9,  10,15, 64.5,⑭⑥⑩
,,,,,,,,,,,,16,12,Ａサマｰコｰド, 77,中谷雄, 3.3, 42,   8, -25, 2,  3.5, ⑧⑪,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:1),,,,,,,,,,,
単勝:170円 複勝:07=110円 03=170円 01=310円 枠連:530円,,,,,,,,,,,,"単勝:340円 複勝:05=180円 16=880円 08=1,730円 枠連:3,680円",,,,,,,,,,,,"単勝:1,090円 複勝:08=370円 15=790円 13=260円 枠連:3,890円",,,,,,,,,,,,"単勝:1,040円 複勝:16=330円 08=500円 09=300円 枠連:3,050円",,,,,,,,,,,
"馬連:580円 ワイド:03-07=270円 01-07=540円 01-03=1,300円",,,,,,,,,,,,"馬連:8,610円 ワイド:05-16=2,700円 05-08=5,420円 08-16=20,620円",,,,,,,,,,,,"馬連:12,270円 ワイド:08-15=3,410円 08-13=1,590円 13-15=1,990円",,,,,,,,,,,,"馬連:6,820円 ワイド:08-16=1,930円 09-16=1,930円 08-09=2,500円",,,,,,,,,,,
"馬単:900円 3連複:2,690円 3連単:7,500円",,,,,,,,,,,,"馬単:12,490円 3連複:134,110円 3連単:442,610円",,,,,,,,,,,,"馬単:24,960円 3連複:23,690円 3連単:220,870円",,,,,,,,,,,,"馬単:14,050円 3連複:24,730円 3連単:141,970円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
