12年 7月14日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,12年 7月14日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  ダ1900m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  ダ1800m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
15, 7, メイショウコナユキ,---,藤懸貴, 2.7, 34,*  9, -38,17,211.9, ②②,15, 7, オセアニアアタック,---,藤懸貴, 4.8, 29,  -3, -27,11,115.0, ⑬⑬,,,,,,,,,,,,,15,11,Ｑサンマルリジイ, 43,太宰啓, 3.2, 46,* 13, -41,17,251.8, ②②
16,13,Ｉスズカパｰトナｰ, 44,高倉稜, 2.8, 32,* 10, -42, 8, 27.5, ①①,,,,,,,,,,,,,,,,,,,,,,,,,16,16,Ｒグレイトエンペラｰ, 37,小坂忠, 5.4, 13,  -4, -44,16,202.2, ⑰⑱
17, 5, カネトシデンファレ,---,渡辺薫, 2.9, 31, -11, -16,12, 85.9, ⑱⑱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18, 9,Ｌアキノギムレット, 40,藤岡康, 4.9, 11,*  9, -66,15,197.6, ③③,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:稍重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-2),,,,,,,,,,,
"単勝:8,080円 複勝:16=1,180円 06=140円 18=300円 枠連:810円",,,,,,,,,,,,単勝:280円 複勝:12=180円 01=260円 08=540円 枠連:650円,,,,,,,,,,,,"単勝:1,070円 複勝:07=340円 02=260円 08=280円 枠連:460円",,,,,,,,,,,,単勝:340円 複勝:10=150円 12=140円 06=220円 枠連:460円,,,,,,,,,,,
"馬連:8,430円 ワイド:06-16=2,280円 16-18=5,210円 06-18=610円",,,,,,,,,,,,"馬連:2,040円 ワイド:01-12=940円 08-12=1,310円 01-08=2,090円",,,,,,,,,,,,"馬連:3,260円 ワイド:02-07=940円 07-08=860円 02-08=610円",,,,,,,,,,,,馬連:570円 ワイド:10-12=260円 06-10=470円 06-12=560円,,,,,,,,,,,
"馬単:27,540円 3連複:22,710円 3連単:211,830円",,,,,,,,,,,,"馬単:2,250円 3連複:10,670円 3連単:37,440円",,,,,,,,,,,,"馬単:6,060円 3連複:6,630円 3連単:43,930円",,,,,,,,,,,,"馬単:1,120円 3連複:1,560円 3連単:5,870円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
